Last updated: 2005-06-04
------------------------------------------------------------------------------
Package Name                            ppc                 x86                 
dev-perl/Authen-NTLM                    N/A                 1.02                
dev-perl/BSD-Resource                   N/A                 1.24                
dev-perl/BerkeleyDB                     N/A                 0.26                
dev-perl/Bit-Vector-Minimal             N/A                 1.0                 
dev-perl/Cache-Memcached                N/A                 1.14                
dev-perl/Chart-Math-Axis                N/A                 0.3                 
dev-perl/Class-Default                  N/A                 1.0                 
dev-perl/Class-WhiteHole                N/A                 0.04                
dev-perl/Clone                          N/A                 0.15                
dev-perl/Config-Tiny                    N/A                 2.01                
dev-perl/Convert-BinHex                 N/A                 1.119               
dev-perl/Curses                         1.06-r2             1.08                
dev-perl/DBD-SQLite                     N/A                 1.07                
dev-perl/DBIx-ContextualFetch           N/A                 1.01                
dev-perl/Data-Compare                   N/A                 0.11                
dev-perl/Data-Hierarchy                 N/A                 0.21                
dev-perl/DateTime                       N/A                 0.22                
dev-perl/DateTime-Locale                N/A                 0.09                
dev-perl/DateTime-TimeZone              N/A                 0.28                
dev-perl/Devel-Profiler                 N/A                 0.04                
dev-perl/Email-Find                     N/A                 0.09                
dev-perl/Event                          0.87                1.00                
dev-perl/Exporter-Lite                  N/A                 0.01                
dev-perl/ExtUtils-AutoInstall           0.56                0.61                
dev-perl/ExtUtils-XSBuilder             N/A                 0.25                
dev-perl/File-Find-Rule                 N/A                 0.28                
dev-perl/File-Flat                      N/A                 0.8                 
dev-perl/File-NCopy                     N/A                 0.34                
dev-perl/File-ReadBackwards             N/A                 1.02                
dev-perl/Font-AFM                       N/A                 1.19                
dev-perl/GD-SVG                         N/A                 0.25                
dev-perl/HTML-FromText                  1.005               2.05                
dev-perl/HTML-LinkExtractor             N/A                 0.12.1              
dev-perl/HTML-Scrubber                  N/A                 0.08                
dev-perl/HTML-Strip                     N/A                 1.02                
dev-perl/HTML-TokeParser-Simple         N/A                 3.13                
dev-perl/HTTP-BrowserDetect             N/A                 0.98                
dev-perl/HTTP-Cache-Transparent         N/A                 0.5                 
dev-perl/HTTP-DAV                       N/A                 0.31                
dev-perl/IO-Digest                      N/A                 0.10                
dev-perl/Locale-Maketext-Simple         N/A                 0.12                
dev-perl/MIME-Lite                      N/A                 3.01                
dev-perl/MP3-Tag                        N/A                 0.94                
dev-perl/Mail-SPF-Query                 N/A                 1.997               
dev-perl/Math-GMP                       N/A                 2.04                
dev-perl/Module-Versions-Report         N/A                 1.02                
dev-perl/Net-CIDR                       N/A                 0.10                
dev-perl/Net-CIDR-Lite                  N/A                 0.15                
dev-perl/Net-FTPServer                  N/A                 1.120               
dev-perl/Net-Jabber                     N/A                 2.0                 
dev-perl/Net-Kismet                     N/A                 0.04                
dev-perl/Net-Netmask                    N/A                 1.9011              
dev-perl/Net-SNPP                       N/A                 1.17                
dev-perl/Net-Telnet-Cisco               N/A                 1.10                
dev-perl/Net-XMPP                       N/A                 1.0                 
dev-perl/Number-Compare                 N/A                 0.01                
dev-perl/OpenCA-OpenSSL                 0.8.43-r1           0.9.91              
dev-perl/OpenCA-REQ                     0.7.35-r1           0.9.52              
dev-perl/PDF-Create                     N/A                 0.01                
dev-perl/POE                            0.26                0.30.09             
dev-perl/Parallel-ForkManager           N/A                 0.7.5               
dev-perl/PerlIO-eol                     N/A                 0.13                
dev-perl/PerlIO-via-dynamic             N/A                 0.11                
dev-perl/PerlIO-via-symlink             N/A                 0.05                
dev-perl/PerlQt                         N/A                 3.008-r1            
dev-perl/PostScript-Simple              N/A                 0.06                
dev-perl/Proc-Simple                    N/A                 1.21                
dev-perl/Regexp-Shellish                N/A                 0.93                
dev-perl/SOAP-Lite                      N/A                 0.60a-r1            
dev-perl/SVG                            N/A                 2.32                
dev-perl/Scalar-Properties              N/A                 0.12                
dev-perl/Set-IntSpan                    N/A                 1.08                
dev-perl/Sort-Versions                  N/A                 1.5                 
dev-perl/Statistics-Descriptive-DiscreteN/A                 0.07                
dev-perl/Sub-Override                   N/A                 0.05                
dev-perl/Sub-Uplevel                    N/A                 0.09                
dev-perl/Sys-Hostname-Long              N/A                 1.2                 
dev-perl/Term-ANSIColor                 N/A                 1.08                
dev-perl/Term-ANSIScreen                N/A                 1.42                
dev-perl/Test-Exception                 N/A                 0.20                
dev-perl/Text-ChaSen                    N/A                 1.03-r1             
dev-perl/Text-Diff                      N/A                 0.35                
dev-perl/Text-Glob                      N/A                 0.06                
dev-perl/Text-Kakasi                    N/A                 2.04                
dev-perl/Text-Levenshtein               N/A                 0.05                
dev-perl/Text-Quoted                    N/A                 1.7                 
dev-perl/Tk-JPEG-Lite                   N/A                 2.01403             
dev-perl/Tree-Simple                    N/A                 1.14                
dev-perl/UNIVERSAL-moniker              N/A                 0.08                
dev-perl/Unicode-Map                    N/A                 0.112               
dev-perl/Validate-Net                   N/A                 0.5                 
dev-perl/WWW-Bugzilla                   N/A                 0.2                 
dev-perl/WWW-Mechanize                  N/A                 1.04                
dev-perl/Want                           N/A                 0.07                
dev-perl/X500-DN                        N/A                 0.28                
dev-perl/XML-DT                         0.32                0.37                
dev-perl/XML-Filter-BufferText          N/A                 1.01                
dev-perl/XML-GDOME                      N/A                 0.86                
dev-perl/XML-LibXML-Iterator            N/A                 1.00                
dev-perl/XML-LibXML-XPathContext        N/A                 0.06                
dev-perl/XML-NodeFilter                 N/A                 0.01                
dev-perl/XML-SAX-Base                   N/A                 1.04                
dev-perl/XML-SAX-Writer                 N/A                 0.44-r1             
dev-perl/XML-SimpleObject               N/A                 0.53                
dev-perl/XML-Stream                     N/A                 1.22                
dev-perl/XML-Twig                       N/A                 3.15-r1             
dev-perl/XML-XUpdate-LibXML             N/A                 0.5.0               
dev-perl/cache-mmap                     N/A                 0.081               
dev-perl/cdk-perl                       N/A                 20010421-r1         
dev-perl/class-loader                   N/A                 2.02                
dev-perl/class-returnvalue              N/A                 0.52                
dev-perl/config-general                 2.21                2.27                
dev-perl/convert-ascii-armour           N/A                 1.4                 
dev-perl/convert-pem                    N/A                 0.06                
dev-perl/crypt-cbc                      N/A                 2.08                
dev-perl/crypt-des-ede3                 N/A                 0.01                
dev-perl/crypt-dh                       N/A                 0.03                
dev-perl/crypt-dsa                      N/A                 0.12                
dev-perl/crypt-primes                   N/A                 0.50                
dev-perl/crypt-random                   N/A                 1.25                
dev-perl/crypt-rsa                      N/A                 1.50                
dev-perl/dbix-searchbuilder             N/A                 1.01                
dev-perl/digest-bubblebabble            N/A                 0.01                
dev-perl/digest-md2                     N/A                 2.03                
dev-perl/frontier-rpc                   N/A                 0.07_beta4          
dev-perl/gnome2-canvas                  N/A                 1.00                
dev-perl/gnome2-gconf                   N/A                 1.000               
dev-perl/gnome2-perl                    N/A                 1.00                
dev-perl/gnome2-print                   N/A                 0.61                
dev-perl/gnome2-vfs-perl                N/A                 1.00                
dev-perl/gtk-perl                       0.7008-r11          0.7009-r1           
dev-perl/gtk2-spell                     N/A                 1.03                
dev-perl/libintl-perl                   N/A                 1.10                
dev-perl/libnet                         1.17                1.19                
dev-perl/locale-maketext-lexicon        N/A                 0.46                
dev-perl/log-dispatch                   N/A                 2.08                
dev-perl/math-pari                      N/A                 2.010603            
dev-perl/net-sftp                       N/A                 0.08                
dev-perl/net-ssh-perl                   N/A                 1.25                
dev-perl/ogg-vorbis-header              N/A                 0.03                
dev-perl/perl-MDK-Common                N/A                 1.0.4               
dev-perl/string-crc32                   N/A                 1.2                 
dev-perl/tie-encryptedhash              N/A                 1.21                
dev-perl/yaml                           0.35                0.36                
dev-php/PEAR-Archive_Tar                1.2                 1.3.1               
dev-php/PEAR-Auth_SASL                  N/A                 1.0.1               
dev-php/PEAR-Crypt_RC4                  N/A                 1.0.2               
dev-php/PEAR-File                       N/A                 1.0.3               
dev-php/PEAR-File_Find                  N/A                 0.2.0               
dev-php/PEAR-HTML_Template_IT           N/A                 1.1                 
dev-php/PEAR-HTML_Template_Sigma        1.0.2               1.1.2               
dev-php/PEAR-HTTP                       N/A                 1.3.4               
dev-php/PEAR-HTTP_Request               N/A                 1.2.4               
dev-php/PEAR-HTTP_WebDAV_Server         N/A                 0.99.1              
dev-php/PEAR-I18N                       0.8.6               0.8.6-r1            
dev-php/PEAR-Log                        1.8.4               1.8.7               
dev-php/PEAR-MDB                        1.2                 1.3.0               
dev-php/PEAR-Mail                       N/A                 1.1.4               
dev-php/PEAR-Mail_Mime                  1.2.1-r1            1.3.0               
dev-php/PEAR-Net_DIME                   N/A                 0.3                 
dev-php/PEAR-Net_DNS                    N/A                 0.03                
dev-php/PEAR-Net_SMTP                   N/A                 1.2.6               
dev-php/PEAR-Net_URL                    N/A                 1.0.14              
dev-php/PEAR-PHPUnit                    N/A                 1.2.2               
dev-php/PEAR-PhpDocumentor              N/A                 1.3.0_rc3           
dev-php/PEAR-SOAP                       N/A                 0.8.1               
dev-php/PEAR-Services_Weather           N/A                 1.3.1               
dev-php/PEAR-Spreadsheet_Excel_Writer   0.7                 0.8                 
dev-php/PEAR-System_Command             1.0-r1              1.0.1               
dev-php/PEAR-Tree                       N/A                 0.2.4               
dev-php/PEAR-XML_Parser                 N/A                 1.2.4               
dev-php/PEAR-XML_Serializer             N/A                 0.15.0              
dev-php/PEAR-XML_Util                   N/A                 1.1.1               
dev-php/PECL-apc                        2.0                 2.0.4               
dev-php/PECL-mailparse                  N/A                 2.0b                
dev-php/adodb                           4.55                4.62                
dev-php/php-accelerator                 N/A                 1.3.3-r1            
dev-php/xdebug                          1.3.0               1.3.2               
dev-python/adns-python                  N/A                 1.0.0               
dev-python/adodb-py                     N/A                 1.0.1               
dev-python/bicyclerepair                N/A                 0.7.1-r1            
dev-python/bonobo-python                N/A                 0.2.0-r5            
dev-python/bsddb3                       N/A                 4.1.3               
dev-python/cgkit                        N/A                 1.2.0               
dev-python/cheetah-docs                 N/A                 0.9.15_alpha1       
dev-python/cjkcodecs                    N/A                 1.0.2               
dev-python/clientform                   N/A                 0.1.16              
dev-python/csv                          N/A                 1.0-r1              
dev-python/dnspython                    N/A                 1.3.3               
dev-python/editobj                      N/A                 0.5.6               
dev-python/elementtree                  N/A                 1.2                 
dev-python/epydoc                       N/A                 2.0                 
dev-python/eyeD3                        N/A                 0.6.2               
dev-python/f2py                         N/A                 2.39.235.1693       
dev-python/happydoc                     N/A                 2.1                 
dev-python/htmlgen                      N/A                 2.2.2               
dev-python/logilab-common               N/A                 0.9.3               
dev-python/lupy                         N/A                 0.1.5.5.1           
dev-python/m2crypto                     N/A                 0.12-r1             
dev-python/menumaker                    N/A                 0.17                
dev-python/mmpython                     N/A                 0.4.7               
dev-python/numarray                     N/A                 1.3.1               
dev-python/omniorbpy                    N/A                 2.5                 
dev-python/optik                        N/A                 1.5                 
dev-python/paramiko                     N/A                 0.9h                
dev-python/psycopg                      N/A                 1.1.15              
dev-python/py-rrdtool                   N/A                 0.2.1               
dev-python/py2play                      N/A                 0.1.7               
dev-python/pyao                         N/A                 0.82                
dev-python/pychart                      N/A                 1.37                
dev-python/pychecker                    N/A                 0.8.14              
dev-python/pycrash                      N/A                 0.4_pre2            
dev-python/pyds                         N/A                 0.6.5               
dev-python/pykde                        N/A                 3.11.3              
dev-python/pylint                       N/A                 0.6.4               
dev-python/pyreverse                    N/A                 0.4.2-r1            
dev-python/pyro                         N/A                 3.3                 
dev-python/pysqlite                     0.5.1               1.0.1               
dev-python/pytables                     N/A                 0.8                 
dev-python/python-ldap                  2.0.1               2.0.6               
dev-python/pythoncard                   N/A                 0.7.2               
dev-python/pythondialog                 N/A                 2.7                 
dev-python/pyx                          N/A                 0.6.1               
dev-python/pyzor                        N/A                 0.4.0-r1            
dev-python/quixote                      N/A                 0.6.1               
dev-python/rlcompleter2                 N/A                 0.95                
dev-python/scientificpython             N/A                 2.4.3               
dev-python/simpleparse                  N/A                 2.0.0               
dev-python/soya                         N/A                 0.9.2               
dev-python/urlgrabber                   N/A                 2.9.0               
dev-python/wxpython                     2.4.2.4             2.4.2.4-r2          
dev-python/xsv                          N/A                 2.7                 
dev-ruby/devel-logger                   N/A                 1.0.1-r1            
dev-ruby/eruby                          N/A                 1.0.5               
dev-ruby/fxruby                         N/A                 1.2.2               
dev-ruby/ncurses-ruby                   N/A                 0.9.1               
dev-ruby/nora                           N/A                 0.0.20040222        
dev-ruby/plruby                         N/A                 0.4.2               
dev-ruby/programming-ruby               N/A                 0.4                 
dev-ruby/rbbr                           N/A                 0.5.1               
dev-ruby/rdoc                           N/A                 0.9.0               
dev-ruby/refe                           N/A                 0.8.0               
dev-ruby/rexml                          N/A                 3.0.2               
dev-ruby/ruby-amazon                    N/A                 0.8.5               
dev-ruby/ruby-dbi                       N/A                 0.0.21              
dev-ruby/ruby-eb                        N/A                 2.3                 
dev-ruby/ruby-fcgi                      N/A                 0.8.5-r1            
dev-ruby/ruby-gdchart                   N/A                 0.0.9_beta          
dev-ruby/ruby-gnome2                    N/A                 0.10.1              
dev-ruby/ruby-gnomecanvas2              N/A                 0.10.1              
dev-ruby/ruby-gstreamer                 N/A                 0.10.1              
dev-ruby/ruby-gtk2                      N/A                 0.10.1              
dev-ruby/ruby-gtkglext                  N/A                 0.10.1              
dev-ruby/ruby-libart2                   N/A                 0.10.1              
dev-ruby/ruby-libglade2                 N/A                 0.10.1              
dev-ruby/ruby-mmap                      N/A                 0.2.2               
dev-ruby/ruby-serialport                N/A                 0.6                 
dev-ruby/ruby-shout                     N/A                 2.0                 
dev-ruby/ruby-tcpwrap                   N/A                 0.6                 
dev-ruby/ruby-termios                   N/A                 0.9.4               
dev-ruby/rudl                           N/A                 0.7.1               
dev-ruby/sary-ruby                      1.1.0.1             1.2.0               
dev-ruby/soap4r                         N/A                 1.5.1.2             
dev-scheme/chicken                      N/A                 1.89                
dev-scheme/gauche-gl                    N/A                 0.3.1               
dev-scheme/gauche-gtk                   N/A                 0.4.1               
dev-tcltk/mysqltcl                      N/A                 2.40                
dev-tcltk/otcl                          N/A                 1.8-r3              
dev-tcltk/scwoop                        N/A                 4.1                 
dev-tcltk/snack                         N/A                 2.2.4               
dev-tcltk/tcldom                        N/A                 2.6                 
dev-tcltk/tcllib                        N/A                 1.6.1               
dev-tcltk/tclperl                       N/A                 3.1                 
dev-tcltk/tclpython                     N/A                 3.1                 
dev-tcltk/tclxml                        N/A                 2.6                 
dev-tcltk/tix                           N/A                 8.2.0-r1            
dev-tcltk/tkpiechart                    N/A                 6.5                 
dev-tcltk/tktable                       N/A                 2.9                 
dev-tex/dvipost                         N/A                 1.0                 
dev-tex/europecv                        N/A                 20040603            
dev-tex/fundus                          N/A                 19970826            
dev-tex/lazylist                        N/A                 1.0a                
dev-tex/lineno                          N/A                 3.10                
dev-tex/polytable                       N/A                 0.7.2               
dev-tex/preview-latex                   N/A                 0.8.1               
dev-tex/texpower                        0.0.9d              0.1b                
dev-util/aap                            N/A                 1.072               
dev-util/aegis                          N/A                 4.9                 
dev-util/alleyoop                       N/A                 0.8.2               
dev-util/archway                        N/A                 0.1.1               
dev-util/autoproject                    N/A                 0.17                
dev-util/bazaar                         N/A                 1.3.2               
dev-util/bcpp                           N/A                 20030423            
dev-util/cdecl                          N/A                 2.5-r1              
dev-util/cgdb                           0.5.0               0.5.1               
dev-util/comparator                     N/A                 2.2                 
dev-util/cook                           N/A                 2.20                
dev-util/ctmkit                         N/A                 19960528            
dev-util/cutils                         N/A                 1.6-r1              
dev-util/cvs2svn                        N/A                 1.1.0               
dev-util/cvsd                           1.0.3               1.0.7               
dev-util/cvsps                          N/A                 2.0_rc1             
dev-util/cvsq                           N/A                 0.4.4               
dev-util/cvsweb                         N/A                 1.112               
dev-util/cweb                           N/A                 3.64                
dev-util/devel-chroots                  N/A                 1.0.1               
dev-util/diasce                         N/A                 1.2                 
dev-util/dmake                          N/A                 4.1-r1              
dev-util/efence                         N/A                 2.4.13              
dev-util/elfkickers                     N/A                 2.0a                
dev-util/eric                           N/A                 3.5.1               
dev-util/fhist                          N/A                 1.14                
dev-util/filepp                         N/A                 1.6.0               
dev-util/flawfinder                     N/A                 1.24                
dev-util/ftnchek                        N/A                 3.2.2               
dev-util/glimmer                        N/A                 1.2.1-r5            
dev-util/global                         N/A                 4.5                 
dev-util/gob                            2.0.9               2.0.11              
dev-util/gtk-doc                        1.2-r1              1.3-r1              
dev-util/huc                            N/A                 0.1                 
dev-util/j                              N/A                 0.20.2              
dev-util/jarwizard                      N/A                 2.34                
dev-util/jconfig                        N/A                 2.8                 
dev-util/jscalltree                     N/A                 2.3                 
dev-util/kodos                          N/A                 2.4.5               
dev-util/kprof                          N/A                 1.4.3               
dev-util/linklint                       N/A                 2.3.5               
dev-util/ltrace                         0.3.31              0.3.36              
dev-util/mcvs                           N/A                 1.0.13              
dev-util/pbuilder                       N/A                 0.121               
dev-util/pharmacy                       N/A                 0.3-r2              
dev-util/pilrc                          N/A                 3.2                 
dev-util/poseidonCE                     N/A                 2.4.1               
dev-util/qtunit                         N/A                 0.9.8               
dev-util/quilt                          N/A                 0.39                
dev-util/rapidsvn                       N/A                 0.6.0-r1            
dev-util/rats                           N/A                 2.1                 
dev-util/re2c                           N/A                 0.9.1               
dev-util/regexxer                       N/A                 0.6                 
dev-util/rootstrap                      N/A                 0.3.21              
dev-util/shc                            N/A                 3.6                 
dev-util/shtool                         N/A                 2.0.1-r2            
dev-util/source-highlight               N/A                 1.11-r2             
dev-util/spe                            N/A                 0.5.1f              
dev-util/tkcvs                          N/A                 7.2.1               
dev-util/txt2regex                      N/A                 0.8                 
dev-util/valgrind                       N/A                 2.2.0-r2            
dev-util/vdkbuilder                     N/A                 2.4.0               
dev-util/weblint                        N/A                 1.020               
dev-util/weka                           N/A                 3.4.3_p20041113     
dev-util/wiggle                         N/A                 0.6-r1              
dev-util/wxglade                        N/A                 0.3.5.1             
dev-util/xxdiff                         N/A                 2.9.2               
games-action/cylindrix                  N/A                 1.0                 
games-action/deathchase3d               N/A                 0.9                 
games-action/noiz2sa                    N/A                 0.51a               
games-action/trackballs                 N/A                 1.0.0-r1            
games-action/transcend                  N/A                 0.2                 
games-action/xbomber                    N/A                 101                 
games-action/xshipwars                  N/A                 1.34.0              
games-arcade/alienwave                  N/A                 0.3.0               
games-arcade/balloonchase               N/A                 0.9.6               
games-arcade/betna                      N/A                 0.9.7               
games-arcade/ceferino                   N/A                 0.95                
games-arcade/conveysdl                  N/A                 1                   
games-arcade/criticalmass               N/A                 0.9.11              
games-arcade/insaneodyssey              N/A                 000311              
games-arcade/komi                       N/A                 1.04                
games-arcade/monkey-bubble              N/A                 0.3.2               
games-arcade/monster-masher             N/A                 1.6.1               
games-arcade/nibbles                    N/A                 0.0.4               
games-arcade/ninvaders                  N/A                 0.1.1               
games-arcade/sdlsasteroids              N/A                 3.0.1               
games-arcade/smclone                    N/A                 0.94.1              
games-arcade/solarwolf                  N/A                 1.5                 
games-arcade/stardork                   N/A                 0.6                 
games-arcade/stepmania                  N/A                 3.9_rc3             
games-arcade/xjump                      N/A                 2.7.5               
games-arcade/xscavenger                 N/A                 1.4.4               
games-arcade/xtux                       N/A                 20030306            
games-arcade/yarsrevenge                N/A                 0.99                
games-board/cgoban2                     N/A                 2.6.12              
games-board/gamazons                    N/A                 0.83                
games-board/gnocatan                    N/A                 0.8.1.54            
games-board/gnubg                       N/A                 0.14.3              
games-board/natch                       N/A                 2.3                 
games-board/r-katro                     N/A                 0.7.0               
games-board/xfreecell                   N/A                 1.0.5b              
games-board/xmahjongg                   N/A                 3.6.1               
games-emulation/dboxfe                  N/A                 0.0.5               
games-emulation/fbzx                    N/A                 1.4                 
games-emulation/fceultra                N/A                 0.97.5              
games-emulation/gcube                   N/A                 0.4                 
games-emulation/gngb                    N/A                 20040115            
games-emulation/gnomame                 N/A                 1.00_beta6          
games-emulation/openmsx                 N/A                 0.3.4               
games-emulation/ps2emu-cddvdlinuz       N/A                 0.3-r1              
games-emulation/ps2emu-gssoft           N/A                 0.61                
games-emulation/psemu-padjoy            N/A                 0.82                
games-emulation/psemu-peopssoftgpu      N/A                 1.16                
games-emulation/psemu-peopsspu          N/A                 1.0.9               
games-emulation/virtualjaguar           N/A                 1.0.7               
games-emulation/yabause                 N/A                 0.0.6               
games-engines/freesci                   N/A                 0.3.4c              
games-fps/blackshades-cvs               N/A                 20031110            
games-fps/prboom                        N/A                 2.2.4-r1            
games-fps/rott                          N/A                 1.0                 
games-kids/gtans                        N/A                 1.2                 
games-kids/pytraffic                    N/A                 1.2.1               
games-misc/bsd-games-non-free           N/A                 2.13                
games-misc/gtklife                      N/A                 4.1                 
games-mud/crystal                       N/A                 0.2.1               
games-mud/gmudix                        N/A                 1.0                 
games-mud/gnome-mud                     N/A                 0.10.7              
games-mud/kmuddy                        N/A                 0.7.1               
games-mud/powwow                        N/A                 1.2.5               
games-mud/tf                            N/A                 40-r2               
games-mud/tintin                        N/A                 1.95.0              
games-mud/trebuchet                     N/A                 1.052               
games-mud/xpertmud                      N/A                 3.1_pre1            
games-mud/ytin                          N/A                 1.83.5-r1           
games-puzzle/ensemblist                 N/A                 040126              
games-puzzle/gweled                     N/A                 0.5                 
games-puzzle/quadros                    N/A                 0.1                 
games-puzzle/scramble                   N/A                 0.9.5               
games-puzzle/seatris                    N/A                 0.0.14              
games-puzzle/tint                       N/A                 0.03a               
games-puzzle/tong                       N/A                 1.0                 
games-roguelike/ivan                    N/A                 0.50                
games-roguelike/scourge                 N/A                 0.7                 
games-rpg/daimonin-client               N/A                 0.95b-r2            
games-rpg/gwiz                          N/A                 0.8                 
games-rpg/openglad                      N/A                 0.98                
games-rpg/twclone                       N/A                 0.14                
games-rpg/vegastrike                    N/A                 0.4.1               
games-rpg/xu4                           N/A                 0.9                 
games-server/monopd                     N/A                 0.9.3               
games-simulation/pmars-sdl              N/A                 0.9.2e              
games-simulation/senken                 N/A                 0.3.0               
games-sports/foosball                   N/A                 0.92                
games-sports/ski                        N/A                 6.5                 
games-sports/trigger                    N/A                 0.5.1c              
games-strategy/freecnc                  N/A                 0.2.0               
games-strategy/freecol                  N/A                 0.3.0               
games-strategy/freecraft                N/A                 1.18-r3             
games-strategy/freecraft-fcmp           N/A                 1.18-r1             
games-strategy/freelords                N/A                 0.3.4               
games-strategy/kpictorial               N/A                 0.9.1               
games-strategy/lgeneral                 N/A                 1.2_beta2           
games-strategy/mylink                   N/A                 0.93                
games-strategy/netpanzer                N/A                 0.8                 
games-strategy/spacehulk                N/A                 1.4.99              
games-strategy/triplea                  N/A                 0.4.8               
games-strategy/ufo2000                  N/A                 0.6.627             
games-util/agistudio                    N/A                 1.2.1               
games-util/atlas                        N/A                 0.2.2-r1            
games-util/dzip                         N/A                 2.9-r1              
games-util/emilia-pinedit               N/A                 0.3.1               
games-util/glbsp                        N/A                 2.10                
games-util/hearse                       N/A                 1.5                 
games-util/loki_patch                   N/A                 20050324            
games-util/loki_setupdb                 N/A                 20050109            
games-util/mattricks                    N/A                 0.6                 
games-util/searchtool                   N/A                 0.4.4               
games-util/ucon64                       N/A                 1.9.8.4             
games-util/xgame                        N/A                 1.7.1               
games-util/xgame-gtk2                   N/A                 2.0.2               
gnome-base/gail                         1.8.2-r1            1.8.3               
gnome-base/gnome-common                 2.4.0               2.8.0               
gnome-base/gnome-light                  N/A                 2.8.1               
gnome-extra/at-spi                      1.6.2-r1            1.6.3               
gnome-extra/drwright                    N/A                 0.17                
gnome-extra/gnome-swallow               1.1                 1.2                 
gnome-extra/libgail-gnome               1.1.0-r1            1.1.1               
gnome-extra/libgnomedb                  1.0.3               1.0.4               
kde-base/dcopc                          N/A                 3.3.1               
kde-base/dcopperl                       N/A                 3.3.1-r2            
kde-base/dcoppython                     N/A                 3.3.1-r1            
kde-base/kalyptus                       N/A                 3.3.2               
kde-base/kdebase                        3.3.2-r1            3.3.2-r2            
kde-base/kdebase-pam                    N/A                 4                   
kde-base/kdebindings-meta               N/A                 3.3.2               
kde-base/kdejava                        N/A                 3.3.1               
kde-base/kjsembed                       N/A                 3.3.1               
kde-base/korundum                       N/A                 3.3.2-r1            
kde-base/qtjava                         N/A                 3.3.2               
kde-base/qtruby                         N/A                 3.3.2-r1            
kde-base/smoke                          N/A                 3.3.1               
kde-base/unsermake                      0.3.0.4137.0        0.3.0.4254.0        
kde-misc/filelight                      N/A                 1.0_beta6           
kde-misc/kaptain                        N/A                 0.72                
kde-misc/kexchange                      N/A                 1.0                 
kde-misc/kio-locate                     N/A                 0.3.4               
kde-misc/kkeyled                        N/A                 0.8.9               
kde-misc/kleds                          N/A                 0.8.0               
kde-misc/kompose                        0.4.1               0.5.1               
kde-misc/kooldock                       N/A                 0.3                 
kde-misc/krusader                       1.51                1.60.0              
kde-misc/ksmoothdock                    N/A                 3.5.1               
kde-misc/styleclock                     N/A                 0.5.1               
kde-misc/tellico                        0.13.5              0.13.6              
mail-client/balsa                       N/A                 2.0.15-r2           
mail-client/cone                        N/A                 0.63                
mail-client/exmh                        N/A                 2.7.0               
mail-client/hap                         N/A                 3.7                 
mail-client/kbiff                       N/A                 3.7.1               
mail-client/nail                        N/A                 11.22               
mail-client/nmh                         N/A                 1.1                 
mail-client/pinepgp                     N/A                 0.18.0-r1           
mail-client/smtpclient                  N/A                 1.0.0               
mail-client/sylpheed                    1.0.4               1.0.4-r1            
mail-client/ximian-connector            N/A                 2.0.2               
mail-filter/amavis                      N/A                 0.3.12-r1           
mail-filter/amavisd-new                 N/A                 2.3.0               
mail-filter/ask                         N/A                 2.4.1               
mail-filter/bsfilter                    N/A                 1.0.6               
mail-filter/clamassassin                N/A                 1.2.2               
mail-filter/disspam                     N/A                 0.14                
mail-filter/gld                         N/A                 1.5                 
mail-filter/imapfilter                  N/A                 1.0                 
mail-filter/maildrop                    N/A                 1.8.0-r3            
mail-filter/mailfilter                  N/A                 0.7.1               
mail-filter/mapson                      N/A                 3.0                 
mail-filter/normalizemime               N/A                 1.15                
mail-filter/popfile                     N/A                 0.20.1              
mail-filter/qmail-scanner               N/A                 1.25-r1             
mail-filter/scmail                      N/A                 1.3                 
mail-filter/spamass-milter              N/A                 0.3.0               
mail-filter/spamassassin-ruledujour     N/A                 20050106            
mail-filter/spampd                      N/A                 2.11-r1             
mail-filter/spamprobe                   N/A                 1.0a                
mail-filter/tmda                        N/A                 1.0.3-r3            
mail-mta/esmtp                          N/A                 0.5.0-r1            
mail-mta/nbsmtp                         N/A                 0.99                
mail-mta/nullmailer                     N/A                 1.00_rc7-r1         
mail-mta/sendmail                       8.13.1-r1           8.13.3              
mail-mta/xmail                          N/A                 1.20                
media-fonts/ec-fonts-mftraced           N/A                 1.0.8               
media-fonts/terminus-font               4.11                4.12                
media-gfx/album                         N/A                 2.52                
media-gfx/aoi                           N/A                 1.4                 
media-gfx/bootsplash                    N/A                 0.6.1-r7            
media-gfx/bootsplash-themes             N/A                 20040821            
media-gfx/bootsplash-themes-livecd      N/A                 2004.2-r4           
media-gfx/cthumb                        N/A                 4.2                 
media-gfx/digikam                       N/A                 0.7.1               
media-gfx/duhdraw                       N/A                 2.8.12              
media-gfx/epix                          N/A                 1.0.0               
media-gfx/exiftags                      N/A                 0.99.1              
media-gfx/figurine                      N/A                 1.0.5               
media-gfx/fontforge                     20041231            20050310            
media-gfx/gifsicle                      N/A                 1.40                
media-gfx/gimp-freetype                 N/A                 0.5                 
media-gfx/gliv                          N/A                 1.8                 
media-gfx/gozer                         N/A                 0.7-r1              
media-gfx/gqview                        1.5.4               2.0.0               
media-gfx/grace                         5.1.13              5.1.14              
media-gfx/graphviz                      1.10                1.16                
media-gfx/gwenview                      N/A                 1.0.1               
media-gfx/icoutils                      N/A                 0.22.0              
media-gfx/inkscape                      N/A                 0.37                
media-gfx/iv                            N/A                 0.1.10              
media-gfx/jpeg2ps                       N/A                 1.9                 
media-gfx/kst                           N/A                 0.97                
