Last updated: 2005-06-04
------------------------------------------------------------------------------
Package Name                            ppc                 x86                 
net-misc/shmux                          N/A                 1.0_beta6           
net-misc/shout                          N/A                 0.8.0-r2            
net-misc/slidentd                       N/A                 1.0.0               
net-misc/smb4k                          N/A                 0.5.1               
net-misc/snitch                         N/A                 0.0.1               
net-misc/stone                          N/A                 2.2c                
net-misc/streamtuner                    N/A                 0.12.4              
net-misc/strongswan                     2.3.0               2.4.1               
net-misc/ucarp                          N/A                 1.1                 
net-misc/udhcp                          N/A                 0.9.8-r3            
net-misc/unix2tcp                       N/A                 0.8.2               
net-misc/vncsnapshot                    N/A                 1.1                 
net-misc/vtun                           N/A                 2.6                 
net-misc/wput                           N/A                 0.5                 
net-misc/xsmbrowser                     N/A                 3.4.0               
net-misc/zaptel                         N/A                 0.9.1               
net-misc/zebedee                        N/A                 2.4.1               
net-nds/directoryadministrator          N/A                 1.4                 
net-nds/gq                              N/A                 0.6.0               
net-news/blam                           N/A                 1.6.1               
net-news/eventwatcher                   N/A                 0.4.1               
net-news/rol                            N/A                 0.2.2               
net-news/straw                          N/A                 0.19.2              
net-news/yydecode                       N/A                 0.2.10              
net-nntp/knews                          N/A                 1.0.1b-r2           
net-nntp/nget                           N/A                 0.26                
net-nntp/nzbget                         N/A                 0.2.0               
net-nntp/slrnconf                       N/A                 0.8.4               
net-nntp/sn                             N/A                 0.3.8               
net-nntp/suck                           N/A                 4.3.2               
net-p2p/Circle                          N/A                 0.41c               
net-p2p/amule                           N/A                 1.2.8               
net-p2p/apollon                         N/A                 0.9.4-r1            
net-p2p/azureus-bin                     N/A                 2.1.0.4             
net-p2p/bittornado                      0.3.8               0.3.12              
net-p2p/cccp                            N/A                 0.9                 
net-p2p/ctorrent                        N/A                 1.3.4               
net-p2p/dc-qt                           N/A                 0.1.1               
net-p2p/freenet                         N/A                 0.5.2.1-r8          
net-p2p/g2gui                           N/A                 0.3.0_pre1          
net-p2p/gift                            N/A                 0.11.6-r1           
net-p2p/gift-gnutella                   N/A                 0.0.9.2-r1          
net-p2p/gift-openft                     N/A                 0.2.1.4             
net-p2p/giftcurs                        N/A                 0.6.2               
net-p2p/giftoxic                        N/A                 0.0.10              
net-p2p/giftui                          N/A                 0.3.1               
net-p2p/gnome-btdownload                N/A                 0.0.11              
net-p2p/gwebcache                       N/A                 1.0.0               
net-p2p/kmldonkey                       N/A                 0.10                
net-p2p/ldcc                            N/A                 2.0.7               
net-p2p/limewire                        N/A                 4.8.1               
net-p2p/mldonkey                        N/A                 2.5.16-r9           
net-p2p/mnet                            N/A                 0.6.2.383           
net-p2p/myster                          N/A                 8.0                 
net-p2p/nicotine                        N/A                 1.0.8_rc1           
net-p2p/opendchub                       N/A                 0.7.14-r2           
net-p2p/perlgcache                      N/A                 0.8.3               
net-p2p/phex                            N/A                 2.0.0.76            
net-p2p/phpgnucacheii                   N/A                 2.1.1               
net-p2p/qtorrent                        N/A                 0.9.6.1             
net-p2p/smet2html                       N/A                 0.1                 
net-p2p/teknap                          N/A                 1.4.1-r1            
net-p2p/wire                            N/A                 1.0.2               
net-p2p/xmule                           N/A                 1.8.4-r1            
net-p2p/xnap                            N/A                 2.5-r3              
net-p2p/yaggui                          N/A                 0.9                 
net-p2p/zuul                            N/A                 1.2.0               
net-print/cups-pdf                      N/A                 1.6.4               
net-print/hpoj                          N/A                 0.91-r3             
net-print/kink                          N/A                 0.2.1               
net-print/libinklevel                   N/A                 0.6.3               
net-proxy/adzapper                      20040408            20050316            
net-wireless/aircrack                   N/A                 2.1                 
net-wireless/bluez-bluefw               N/A                 1.0                 
net-wireless/bluez-hcidump              1.18                1.20                
net-wireless/bluez-hciemu               N/A                 1.0                 
net-wireless/bluez-kernel               N/A                 2.3                 
net-wireless/bluez-libs                 2.15                2.16-r1             
net-wireless/bluez-utils                2.15                2.16-r1             
net-wireless/gnome-bluetooth            N/A                 0.5.1               
net-wireless/hostap-driver              0.2.5-r1            0.3.7               
net-wireless/hostap-utils               0.2.4               0.3.7               
net-wireless/hostapd                    0.2.5               0.3.7               
net-wireless/kdebluetooth               N/A                 0.0.20041107-r1     
net-wireless/kwavecontrol               N/A                 0.3-r1              
net-wireless/libbtctl                   N/A                 0.4.1               
net-wireless/linux-wlan-ng              N/A                 0.2.0-r3            
net-wireless/orinoco                    N/A                 0.15_rc2-r2         
net-wireless/prism54-firmware           N/A                 1.0.4.3             
net-www/akregator                       N/A                 1.0.2               
net-www/awstats                         6.3-r2              6.4                 
net-www/kaffeine-mozilla-plugin         N/A                 0.2                 
net-www/mod_bandwidth                   N/A                 2.0.4               
net-www/mod_scgi                        N/A                 1.2_alpha1-r2       
net-www/mod_ssl                         2.8.21              2.8.22              
net-www/netscape-plugger                N/A                 4.0-r1              
net-www/pears                           N/A                 1.7                 
net-www/spawn-fcgi                      N/A                 1.2.0               
net-zope/annotations                    N/A                 0.4.3               
net-zope/cmfcollectorng                 N/A                 0.20                
net-zope/cmfforum                       N/A                 1.0                 
net-zope/cmfphoto                       N/A                 0.5.0               
net-zope/cmfphotoalbum                  N/A                 0.5.0               
net-zope/coreblog                       N/A                 1.0                 
net-zope/externalfile                   N/A                 1.2.0               
net-zope/extfile                        N/A                 1.2.0_beta2         
net-zope/filesystemsite                 N/A                 1.4.1               
net-zope/fle3                           N/A                 1.4.2               
net-zope/groups                         N/A                 0.3.1               
net-zope/issuetrackerproduct            N/A                 0.5.0b              
net-zope/ldapuserfolder                 N/A                 2.4                 
net-zope/localfs                        N/A                 1.0.0               
net-zope/localizer                      N/A                 1.0.1               
net-zope/neoboard                       N/A                 1.1                 
net-zope/neoportallibrary               N/A                 0.9b                
net-zope/parsedxml                      N/A                 1.4                 
net-zope/photo                          N/A                 1.2.3               
net-zope/propertyfolder                 N/A                 1.3.3               
net-zope/propertyobject                 N/A                 1.3.3               
net-zope/proxyindex                     N/A                 1.2                 
net-zope/silva                          N/A                 1.1-r1              
net-zope/silvadocument                  N/A                 1.1                 
net-zope/silvametadata                  N/A                 0.8                 
net-zope/silvaviews                     N/A                 0.9                 
net-zope/sprout                         N/A                 0.5                 
net-zope/translationservice             N/A                 0.3                 
net-zope/ttwtype                        N/A                 0.9.1               
net-zope/xmlwidgets                     N/A                 0.10.3              
net-zope/zmysqlda                       N/A                 2.0.8               
net-zope/zope                           2.7.2-r2            2.7.5               
net-zope/zopeedit                       N/A                 0.7                 
net-zope/zopeinterface                  N/A                 3.0.1               
net-zope/zopex3                         N/A                 3.0.0               
net-zope/zpsycopgda                     N/A                 1.1.15              
net-zope/zwiki                          N/A                 0.37                
perl-core/File-Spec                     0.84-r1             0.87                
perl-core/Math-BigInt                   N/A                 1.73                
perl-core/Test-Simple                   0.47-r1             0.54                
sci-astronomy/ksetiwatch                N/A                 3.0.0               
sci-astronomy/lin-seti                  0.7.6               0.8.3               
sci-astronomy/orsa                      N/A                 0.6.1               
sci-astronomy/predict                   N/A                 2.2.2-r2            
sci-astronomy/setiathome                3.03-r2             3.08-r4             
sci-astronomy/stellarium                N/A                 0.6.2               
sci-astronomy/xephem                    3.6.2               3.6.2-r1            
sci-biology/bioperl                     N/A                 1.4                 
sci-biology/bioperl-run                 N/A                 1.4                 
sci-biology/biopython                   N/A                 1.40b               
sci-biology/cutg                        144                 145                 
sci-biology/embassy                     N/A                 2.10.0              
sci-biology/embassy-construct           N/A                 1.0.0               
sci-biology/embassy-domainatrix         N/A                 1.0.0-r1            
sci-biology/embassy-emnu                N/A                 1.05-r1             
sci-biology/embassy-esim4               N/A                 1.0.0-r1            
sci-biology/embassy-hmmer               N/A                 2.1.1-r1            
sci-biology/embassy-meme                N/A                 2.3.1-r1            
sci-biology/embassy-mse                 N/A                 1.0.0-r1            
sci-biology/embassy-phylip              N/A                 3.57c-r1            
sci-biology/embassy-topo                N/A                 1.0.0-r1            
sci-biology/emboss                      2.9.0               2.10.0              
sci-biology/hmmer                       N/A                 2.3.2-r1            
sci-biology/phylip                      N/A                 3.63                
sci-biology/prosite                     18.48               19.1                
sci-biology/qrna                        N/A                 2.0.2c              
sci-biology/rebase                      503                 505                 
sci-biology/sim4                        N/A                 20030921            
sci-biology/tree-puzzle                 N/A                 5.2                 
sci-biology/vienna-rna                  N/A                 1.4                 
sci-calculators/calcoo                  N/A                 1.3.15              
sci-calculators/fung-calc               N/A                 1.3.2b              
sci-calculators/hcalc                   N/A                 1.0                 
sci-calculators/kconvert                N/A                 1.1-r1              
sci-calculators/snac                    N/A                 0.3                 
sci-chemistry/chemtool                  N/A                 1.6.3               
sci-chemistry/mpqc                      N/A                 2.2.2               
sci-chemistry/pymol                     0.88                0.97                
sci-chemistry/xdrawchem                 N/A                 1.9.4               
sci-electronics/espresso-ab             N/A                 1.0                 
sci-electronics/gspeakers               N/A                 0.11                
sci-electronics/iverilog                N/A                 0.8                 
sci-electronics/lard                    N/A                 2.0.15              
sci-electronics/magic                   N/A                 7.1-r2              
sci-electronics/spice                   N/A                 3.5.5               
sci-geosciences/gempak                  N/A                 5.7.2_p2            
sci-libs/blas                           N/A                 19980702            
sci-libs/buddy                          N/A                 2.2                 
sci-libs/cdf                            N/A                 2.7                 
sci-libs/cfitsio                        N/A                 2.500               
sci-libs/cln                            N/A                 1.1.6               
sci-libs/gdal                           N/A                 1.2.5               
sci-libs/io_lib                         N/A                 1.8.12b             
sci-libs/lapack                         N/A                 3.0                 
sci-libs/lapack-config                  N/A                 1.0.1               
sci-libs/libgeotiff                     N/A                 1.2.1               
sci-libs/netcdf                         3.5.1               3.6.0-r1            
sci-libs/root                           3.05.04             4.02.00             
sci-libs/shapelib                       N/A                 1.2.10              
sci-libs/udunits                        N/A                 1.12.1              
sci-mathematics/calc                    N/A                 2.11.9.3            
sci-mathematics/drgeo                   N/A                 1.0.0               
sci-mathematics/ginac                   N/A                 1.2.3               
sci-mathematics/glpk                    N/A                 4.7                 
sci-mathematics/kalamaris               N/A                 0.7.1               
sci-mathematics/koctave                 N/A                 0.65                
sci-mathematics/ksimus                  N/A                 0.3.6-r1            
sci-mathematics/maxima                  N/A                 5.9.1               
sci-mathematics/num-utils               N/A                 0.3                 
sci-mathematics/octave-forge            N/A                 2004.02.12          
sci-mathematics/otter                   N/A                 3.2                 
sci-mathematics/scilab                  N/A                 2.7-r3              
sci-mathematics/snns                    4.2-r4              4.2-r6              
sci-mathematics/yacas                   N/A                 1.0.56              
sci-misc/gri                            N/A                 2.12.7              
sci-misc/h5utils                        N/A                 1.7.2               
sci-misc/lightspeed                     N/A                 1.2a                
sci-misc/nco                            N/A                 2.7.1               
sys-apps/dstat                          N/A                 0.5.10              
sys-apps/gradm                          N/A                 2.1.5.200504081812  
sys-apps/hal                            0.4.5-r2            0.4.7-r2            
sys-apps/ifd-gempc                      N/A                 0.9.1               
sys-apps/ifplugd                        0.26-r1             0.27                
sys-apps/irqbalance                     N/A                 0.08                
sys-apps/ivman                          N/A                 0.5_pre2            
sys-apps/lm_sensors                     N/A                 2.8.7               
sys-apps/mii-diag                       N/A                 2.07                
sys-apps/noexec                         N/A                 1.1.0               
sys-apps/paxctl                         N/A                 0.2                 
sys-apps/pcmcia-cs                      3.2.7-r3            3.2.8               
sys-apps/qingy                          N/A                 0.5.3               
sys-apps/rsbac-admin                    N/A                 1.2.4               
sys-apps/sdd                            N/A                 1.52                
sys-apps/sg3_utils                      N/A                 1.08                
sys-apps/texinfo                        4.7-r1              4.8                 
sys-apps/tinylogin                      N/A                 1.4                 
sys-apps/ucspi-unix                     N/A                 0.36-r1             
sys-cluster/ganglia-monitor-core        N/A                 2.5.7               
sys-cluster/heartbeat                   N/A                 1.2.3               
sys-cluster/ipvsadm                     N/A                 1.24                
sys-cluster/keepalived                  1.1.7               1.1.11              
sys-cluster/mpich                       N/A                 1.2.5.2             
sys-cluster/mpiexec                     N/A                 0.75                
sys-cluster/openpbs                     N/A                 2.3.16-r1           
sys-cluster/pvm                         3.4.4-r1            3.4.4-r2            
sys-cluster/util-vserver                N/A                 0.30.196            
sys-devel/ac-archive                    N/A                 0.5.63              
sys-devel/binutils                      2.15.90.0.3-r5      2.15.92.0.2-r10     
sys-devel/pmake                         1.45-r4             1.98                
sys-fs/device-mapper                    1.00.19-r2          1.01.00             
sys-fs/fuse                             2.2.1               2.3.0               
sys-fs/lvm2                             2.00.15             2.01.09             
sys-fs/quota                            3.06-r2             3.12                
sys-fs/quotatool                        N/A                 1.4.6               
sys-fs/reiser4progs                     1.0.3               1.0.4               
sys-kernel/gentoo-sources               2.6.10-r6           2.6.11-r9           
sys-kernel/grsec-sources                N/A                 2.4.30.2.1.5        
sys-kernel/rsbac-sources                N/A                 2.6.11-r3           
sys-kernel/vanilla-sources              2.6.10              2.6.11.10           
sys-libs/db                             4.1.25_p1-r3        4.2.52_p2           
sys-libs/gwenhywfar                     N/A                 1.9.0               
sys-libs/libaal                         1.0.3               1.0.4               
sys-libs/libieee1284                    N/A                 0.2.1               
sys-libs/pam_usb                        N/A                 0.3.2               
sys-power/cpufreqd                      1.1.2-r1            1.2.2-r1            
sys-power/cpufrequtils                  N/A                 0.2                 
sys-power/gtk-cpuspeedy                 N/A                 0.3.0               
sys-process/cronbase                    0.3.1               0.3.2               
sys-process/procps                      3.2.4-r3            3.2.5-r1            
sys-process/schedutils                  N/A                 1.1.0               
www-apache/mod_lisp                     N/A                 2.42                
www-apache/mod_tcl                      N/A                 1.0                 
www-apps/horde-pear                     1.3-r2              1.3-r3              
www-apps/mediawiki                      N/A                 1.4.4               
www-apps/mythweb                        N/A                 0.18.1              
www-apps/phpmp                          N/A                 0.11.0              
www-apps/scgi                           N/A                 1.2                 
www-apps/trac                           0.8                 0.8.2               
www-client/elinks                       0.10.2              0.10.4              
www-client/gorua                        N/A                 0.17                
www-client/kita                         0.175.0             0.175.1             
www-client/opera                        N/A                 8.00                
www-client/rabbitticker                 N/A                 1.0_beta4           
www-client/raggle                       N/A                 0.3.2               
www-client/surfraw                      N/A                 1.0.7               
www-misc/gurlchecker                    0.8.0               0.8.1               
www-servers/jboss                       3.2.3               3.2.5               
www-servers/lighttpd                    N/A                 1.3.10-r1           
www-servers/resin                       N/A                 3.0.8-r1            
www-servers/resin-ee                    N/A                 2.1.9               
www-servers/skunkweb                    N/A                 3.4_beta5           
x11-base/xdirectfb                      N/A                 1.0_rc5-r1          
x11-libs/fox                            1.0.49              1.2.6-r2            
x11-libs/fxscintilla                    N/A                 1.62                
x11-libs/gtkglext                       1.0.6               1.0.6-r2            
x11-libs/libelysium                     N/A                 0.99.5              
x11-libs/libelysiumui                   N/A                 0.2.0               
x11-libs/libxsettings-client            N/A                 0.10                
x11-libs/qt                             3.3.4-r2            3.3.4-r3            
x11-libs/qt-embedded                    N/A                 3.3.4               
x11-libs/qwt                            N/A                 4.2.0               
x11-libs/rep-gtk                        0.18                0.18-r1             
x11-libs/wxGTK                          2.4.2-r2            2.4.2-r3            
x11-libs/xview                          N/A                 3.2-r3              
x11-misc/bbkeys                         0.8.6               0.9.0               
x11-misc/evolvotron                     N/A                 0.2.2               
x11-misc/fbpanel                        3.8-r1              4.1                 
x11-misc/gcolor2                        N/A                 0.3                 
x11-misc/gromit                         N/A                 20041213            
x11-misc/gtodo                          N/A                 0.14                
x11-misc/lineakd                        N/A                 0.7.2               
x11-misc/ntodo                          N/A                 1.0                 
x11-misc/paralogger                     N/A                 1.0.3               
x11-misc/perlpanel                      0.6.0               0.9.0               
x11-misc/pogo                           N/A                 2.2                 
x11-misc/remind                         N/A                 03.00.22            
x11-misc/sux                            N/A                 1.0-r2              
x11-misc/tkhylafax                      N/A                 3.2                 
x11-misc/wayv                           N/A                 0.3                 
x11-misc/whitebox                       N/A                 0.5                 
x11-misc/wmakerconf                     N/A                 2.8.1-r2            
x11-misc/x11vnc                         N/A                 0.7.1-r1            
x11-misc/xautomation                    N/A                 0.93                
x11-misc/xbattbar                       N/A                 1.4.2               
x11-misc/xcompmgr                       N/A                 1.1                 
x11-misc/xdiskusage                     N/A                 1.46                
x11-misc/xfe                            N/A                 0.72                
x11-misc/xfishtank                      N/A                 2.1                 
x11-misc/xfractint                      N/A                 20.4.00             
x11-misc/xpad                           1.13                2.6                 
x11-misc/xrmap                          N/A                 2.29                
x11-misc/xscreensaver                   4.16                4.20                
x11-misc/xse                            N/A                 2.0                 
x11-misc/xtermcontrol                   N/A                 2.4                 
x11-misc/xwrits                         N/A                 2.21                
x11-plugins/gaim-encryption             2.32-r1             2.36                
x11-plugins/gaim-extprefs               N/A                 0.4                 
x11-plugins/gaim-rhythmbox              N/A                 1.0.0.1             
x11-plugins/gaim-xmms-remote            N/A                 1.7                 
x11-plugins/gkrellm-giFT                N/A                 0.2.3               
x11-plugins/gkrellmms                   2.1.15              2.1.21              
x11-plugins/guifications                N/A                 2.8                 
x11-plugins/wmacpi                      1.34                1.99_p7             
x11-plugins/wmapmload                   N/A                 0.3.3               
x11-plugins/wmbattery                   N/A                 2.19-r1             
x11-plugins/wmbiff                      0.4.25              0.4.25-r1           
x11-plugins/wmcdplay                    N/A                 1.0_beta1           
x11-plugins/wmdl                        N/A                 1.4.1               
x11-plugins/wmhdplop                    N/A                 0.9.6               
x11-plugins/wmix                        N/A                 3.1-r1              
x11-plugins/wmlaptop                    N/A                 1.3                 
x11-plugins/wmmisc                      N/A                 0.9                 
x11-plugins/wmmon                       N/A                 1.0_beta2-r2        
x11-plugins/wmmsg                       N/A                 1.0                 
x11-plugins/wmrack                      N/A                 1.2.0               
x11-plugins/wmrecord                    N/A                 1.0.5.3             
x11-plugins/wmseti                      N/A                 1.0.3               
x11-plugins/wmsmixer                    N/A                 0.5.1               
x11-plugins/wmsound                     N/A                 0.9.5               
x11-plugins/wmsvencd                    N/A                 0.5.0               
x11-plugins/wmusic                      N/A                 1.5.0               
x11-plugins/wmwifi                      N/A                 0.3                 
x11-plugins/wmxres                      N/A                 1.2                 
x11-terms/clusterssh                    2.16                2.17                
x11-terms/kuake                         0.3-r1              0.3-r3              
x11-terms/mrxvt                         0.4.0               0.4.1               
x11-terms/pssh                          N/A                 1.0.0               
x11-terms/xvt                           N/A                 2.1                 
x11-themes/activeheart                  N/A                 1.2.1               
x11-themes/activeheart-kwin             N/A                 1.1                 
x11-themes/bmp-themes                   N/A                 0.0.3               
x11-themes/crystal                      N/A                 0.9.2               
x11-themes/gtk-chtheme                  N/A                 0.3.1               
x11-themes/mythtv-themes                N/A                 0.15                
x11-themes/nuvola                       N/A                 1.0                 
x11-themes/qtpixmap                     0.27                0.28                
x11-themes/reinhardtstyle               N/A                 0.8.2               
x11-themes/sylpheed-iconset             N/A                 20040525            
x11-wm/aewm                             N/A                 1.2.3               
x11-wm/aewm++                           N/A                 1.0.24              
x11-wm/aewm++-goodies                   N/A                 1.0                 
x11-wm/afterstep                        1.8.11-r2           2.00.04             
x11-wm/blwm                             N/A                 1.0.4               
x11-wm/flwm                             N/A                 1.00-r4             
x11-wm/ion3                             N/A                 20050116            
x11-wm/jwm                              N/A                 0.21                
x11-wm/kahakai                          N/A                 0.6.2_p20040306     
x11-wm/matchbox                         N/A                 0.7.1               
x11-wm/wm2                              N/A                 4                   
------------------------------------------------------------------------------
A total of 2089 ebuilds seems outdated on ppc
------------------------------------------------------------------------------
